NHSTID,DIVA_NR,Y_KOORD,X_KOORD,CHSTNAME,CNAME,VTYP,HSTTYP,HAFAS_PRIO,LINKTEXT,ZONEN,SYMB_CODE,SYMB_TEXT,LINIEN,E,N
8580453,3818,,,"Schöfflisdorf, Gemeindehaus",Schöfflisdorf,Bus,&nbsp;,0,,117,2,Bus,N51,2673619,1261449
8576288,1269,,,"Regensberg, Höfli",Regensberg,Bus,&nbsp;,0,,112,2,Bus,593,2675231,1259393
8593529,6724,,,"Unterengstringen, Langwisen",Unterengstringen,Bus,&nbsp;,0,,154,2,Bus,"302,N30",2676183,1251394
8590805,2236,,,"Schlieren, Zentrum/Bahnhof",Schlieren,"Bus,Tram",&nbsp;,2,,154,3,Bus Tram,"2,20,201,302,307,317,N17,N30,N34,N36",2676230,1250157
8574658,3319,,,"Uitikon, Roracher",Uitikon,Bus,&nbsp;,0,,154,2,Bus,201,2676484,1247306
8590833,1498,,,"Unterengstringen, Langacher",Unterengstringen,Bus,&nbsp;,0,,154,2,Bus,"304,N13",2676567,1251764
8590799,2141,,,"Schlieren, Rütistrasse",Schlieren,Bus,&nbsp;,0,,154,2,Bus,307,2676619,1250491
8576270,2443,,,"Regensdorf, Sportanl Wisacher",Regensdorf,Bus,&nbsp;,0,,111,2,Bus,452,2677118,1254593
8576275,1237,,,"Regensdorf, Holenbach",Regensdorf,Bus,&nbsp;,0,,111,2,Bus,491,2677121,1253880
8576255,2423,,,"Adlikon b. R., Sonnhalde",Adlikon bei Regensdorf,Bus,&nbsp;,0,,111,2,Bus,"453,485,N45",2677192,1256196
8576281,2995,,,"Adlikon b. R., Ziegelhütte",Adlikon bei Regensdorf,Bus,&nbsp;,0,,111,2,Bus,456,2677481,1256249
8502885,1905,,,"Bonstetten, Dorfplatz",Bonstetten,Bus,&nbsp;,0,,155,2,Bus,"210,228,N23",2677791,1240970
8511036,7147,,,"Wettswil a.A., Industrie",Wettswil am Albis,Bus,&nbsp;,0,,155,2,Bus,"200,210",2677816,1243212
8591260,1581,,,"Zürich, Loogarten",Zürich,Bus,&nbsp;,0,,110,2,Bus,35,2678047,1249247
8591215,3153,,,"Zürich, Juchhof",Zürich,Bus,&nbsp;,0,,110,2,Bus,307,2678097,1250236
8591284,1698,,,"Zürich, Neeserweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,35,2678225,1249379
8591328,2140,,,"Zürich, Rütihof",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"46,N4",2678395,1251951
8591155,944,,,"Zürich, Geeringstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"46,485,89,N4",2678622,1252036
8573732,1689,,,"Aeugstertal, Müliberg",Aeugstertal,Bus,&nbsp;,0,,151,2,Bus,"225,235,N24",2678671,1237243
8591136,872,,,"Zürich, Frankental",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"13,304,485,89,N13",2678725,1251040
8502227,13735,,,Steinhausen,Steinhausen,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,,1,Bahn,S5,2678800,1227600
8591036,47,,,"Zürich, Albisrieden",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"3,80,N3,N8",2679010,1247587
8591435,2935,,,"Zürich, Winzerstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"13,80,N13,N8",2679082,1250853
8591097,542,,,"Zürich, Bristenstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"35,78,80,83,89,N1,N12,N8",2679158,1249334
8503057,12531,,,Uetliberg,Uetliberg,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,155,1,Bahn,S10,2679250,1245088
8503697,41,,,"Aeugstertal, Kloster",Aeugstertal,Bus,&nbsp;,0,,151,2,Bus,"235,236",2679296,1237586
8573724,11,,,"Stallikon, Aegerten",Stallikon,Bus,&nbsp;,0,,155,2,Bus,"227,235,236,N23",2679526,1241576
8591371,2402,,,"Zürich, Singlistrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"46,N4",2679621,1251012
8591896,6648,,,"Zürich, Würzgraben",Zürich,Tram,&nbsp;,2,,110,5,Tram,4,2679743,1249566
8502554,1971,,,"Rifferswil, Oberrifferswil",Rifferswil,Bus,&nbsp;,0,,151,2,Bus,"223,232,N24",2680177,1232880
8591334,2142,,,"Zürich, SBB-Werkstätte",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,N1",2680395,1248960
8591353,2306,,,"Zürich, Schwert",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"13,38,46,N13,N4",2680483,1250425
8576262,2968,,,"Zürich, Zehntenhausplatz",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,37,492,61,62,N2",2680579,1252587
8591074,467,,,"Zürich, Bernoulli-Häuser",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"17,8,N17",2680787,1249766
8503081,843,,,Felsenegg,Felsenegg,Luftseilbahn,&nbsp;,0,,155,6,Bergbahn,LAF,2680816,1240468
8591398,718,,,"Zürich, Toni-Areal",Zürich,Tram,&nbsp;,2,,110,5,Tram,4,2680943,1249370
8591385,2596,,,"Zürich, Strassenverkehrsamt",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"13,17,32,89,N2",2681045,1245254
8589511,7131,,,"Hilfikon, Sandbüel",Hilfikon,Bus,&nbsp;,0,,,2,Bus,N32,2660998,1242328
8587555,7127,,,"Villmergen, Feldblumenweg",Villmergen,Bus,&nbsp;,0,,,2,Bus,N32,2661158,1244587
8587556,7126,,,"Villmergen, Birkenweg",Villmergen,Bus,&nbsp;,0,,,2,Bus,N32,2661375,1244741
8587552,7134,,,"Sarmenstorf, Kirche",Sarmenstorf,Bus,&nbsp;,0,,,2,Bus,N32,2661517,1240657
8572607,7116,,,"Bremgarten AG, Stockweier",Bremgarten AG,Bus,&nbsp;,0,,,2,Bus,N32,2667027,1245386
8502272,12483,,,Bremgarten West,Bremgarten AG,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,,1,Bahn,S17,2667800,1244200
8581308,7118,,,"Bremgarten AG, Meyerhof",Bremgarten AG,Bus,&nbsp;,0,,,2,Bus,N32,2668123,1244428
8572561,6719,,,"Bellikon, Rehaklinik",Bellikon,,&nbsp;,0,,,99,,,2668362,1249028
8572610,6066,,,"Muri AG, Egg",Muri AG,Bus,&nbsp;,0,,,2,Bus,"217,245",2668555,1236511
8502563,6240,,,"Muri AG, Bachmatten-Schulhaus",Muri AG,,&nbsp;,0,,,99,,,2668625,1237050
8572600,6248,,,"Zufikon, Emaus",Zufikon,,&nbsp;,0,,,99,,,2669015,1244159
8503879,6720,,,"Widen, Imbismatt",Widen,,&nbsp;,0,,,99,,,2669342,1247200
8502567,6062,,,"Rottenschwil, Abzw.",Rottenschwil,Bus,&nbsp;,0,,,2,Bus,245,2669497,1240112
8502187,12518,,,Rudolfstetten Hofacker,Rudolfstetten-Friedlisberg,,&nbsp;,0,,,99,,,2669900,1245500
8590397,6586,,,"Spreitenbach, Shoppi Tivoli",Spreitenbach,Tram,&nbsp;,2,,184,5,Tram,20,2670266,1252789
8572609,6241,,,"Merenschwand, Hinterdorf",Merenschwand,Bus,&nbsp;,0,,,2,Bus,217,2670473,1235213
8590518,6695,,,"Dietikon, Lätten",Dietikon,Bus,&nbsp;,0,,154,2,Bus,325,2671425,1250585
8576235,1852,,,"Otelfingen, Bahnhof",Otelfingen,Bus,&nbsp;,0,,117,2,Bus,"450,N45",2671612,1256470
8510741,7065,,,"Oetwil an der Limmat, Gässliacker",Oetwil an der Limmat,Bus,&nbsp;,0,,154,2,Bus,309,2671907,1253675
8591893,6693,,,"Dietikon, Gyrhalden",Dietikon,Bus,&nbsp;,0,,154,2,Bus,325,2671922,1250415
8573723,696,,,"Oberlunkhofen, Dorfplatz",Oberlunkhofen,Bus,&nbsp;,0,,155,2,Bus,"215,245,N22",2671972,1240499
8590516,1265,,,"Dietikon, Hätschen",Dietikon,Bus,&nbsp;,0,,154,2,Bus,"306,325,N31,N36",2672104,1250577
8590739,1964,,,"Oetwil an der Limmat, Zentrum",Oetwil an der Limmat,Bus,&nbsp;,0,,154,2,Bus,"309,N34",2672142,1253441
8572603,1949,,,"Jonen, Käppeli",Jonen,Bus,&nbsp;,0,,155,2,Bus,"215,N22",2672244,1239171
8503525,11854,,,Otelfingen Golfpark,Otelfingen,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,117,1,Bahn,S6,2672652,1256560
8503508,10657,,,Dietikon,Dietikon,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,154,1,Bahn,"S11,S12,S17,S19,S42,SN1,SN11",2672966,1250994
8582790,6733,,,"Ottenbach, Engelwiese",Ottenbach,Bus,&nbsp;,0,,156,2,Bus,"212,214",2673095,1237211
8572503,7092,,,"Bad Zurzach, Bahnhof",Bad Zurzach,,&nbsp;,0,,,99,,,2664439,1271193
8580842,7088,,,"Rümikon AG, Bahnhof",Rümikon AG,,&nbsp;,0,,,99,,,2670442,1268745
8591765,7154,,,"Steinerberg, St. Anna",Steinerberg,,&nbsp;,0,,,99,,,2686998,1211942
8576285,479,,,"Dielsdorf, Bezirksgebäude",Dielsdorf,Bus,&nbsp;,0,,112,2,Bus,593,2676443,1259527
8573276,2844,,,"Dielsdorf, Wehntalerstrasse",Dielsdorf,Bus,&nbsp;,0,,112,2,Bus,"535,N51",2676472,1259638
8576283,704,,,"Dielsdorf, Dorfzentrum",Dielsdorf,Bus,&nbsp;,0,,112,2,Bus,"456,535,N51",2676499,1259479
8503315,10655,,,Dielsdorf,Dielsdorf,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,112,1,Bahn,S15,2676956,1259573
8594552,6802,,,"Dielsdorf, Ruchwiesen",Dielsdorf,Bus,&nbsp;,0,,112,2,Bus,"535,N51",2677269,1259411
8573252,1671,,,"Stadel b. N., Musterplatz",Stadel bei Niederglatt,Bus,&nbsp;,0,,118,2,Bus,"510,515,N50",2677373,1264984
8503405,13012,,,Zweidlen,Zweidlen,,&nbsp;,0,,113,99,,,2677477,1269390
8575950,3012,,,"Zweidlen, Bahnhof",Zweidlen,Bus,&nbsp;,0,,113,2,Bus,540,2677493,1269381
8573264,679,,,"Niederhasli, Dorf",Niederhasli,Bus,&nbsp;,0,,112,2,Bus,"535,N51",2678930,1259464
8503314,11734,,,Niederhasli,Niederhasli,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,112,1,Bahn,S15,2679139,1259143
8573261,1752,,,"Niederglatt ZH, Nöschikon",Niederglatt ZH,Bus,&nbsp;,0,,112,2,Bus,"510,525,N50",2679606,1261073
8590731,1655,,,"Oberhasli, Moosacker",Oberhasli,Bus,&nbsp;,0,,121,2,Bus,797,2679943,1258299
8590733,2426,,,"Oberhasli, Spielplatz",Oberhasli,Bus,&nbsp;,0,,121,2,Bus,797,2679982,1258457
8503313,11733,,,Niederglatt ZH,Niederglatt ZH,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,112,1,Bahn,"S9,SN9",2680250,1260100
8590730,3135,,,"Oberhasli, Hasliberg",Oberhasli,Bus,&nbsp;,0,,121,2,Bus,797,2680254,1258091
8573237,1781,,,"Oberglatt ZH, Bahnhof",Oberglatt ZH,Bus,&nbsp;,0,,121,2,Bus,"504,510,525,535,N50,N51",2680827,1258283
8587333,6092,,,"Eglisau, Viehmarkt",Eglisau,Bus,&nbsp;,0,,113,2,Bus,"543,N53",2681577,1270068
8582662,6665,,,"Oberglatt ZH, Bälen",Oberglatt ZH,Bus,&nbsp;,0,,121,2,Bus,504,2681755,1259375
8579939,6095,,,"Eglisau, Kaiserhof",Eglisau,Bus,&nbsp;,0,,113,2,Bus,543,2681946,1269640
8503400,10611,,,Bülach,Bülach,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,112,1,Bahn,"S3,S41,S9,SN9",2682679,1264221
8503850,2762,,,"Bülach, Untertor",Bülach,Bus,&nbsp;,0,,112,2,Bus,"501,530,531,N54",2683096,1263405
8580628,1768,,,"Bülach, Obere Frohalde",Bülach,Bus,&nbsp;,0,,112,2,Bus,501,2683661,1264553
8530654,6850,,,"Tössegg, Schiffstation",Teufen ZH,Schiff,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp1.gif" ALT="Schiffsstation">,1,,,4,Schiff,,2684094,1267369
8583775,6945,,,"Winkel, Wisental",Winkel,Bus,&nbsp;,0,,112,2,Bus,"530,531,E,N54",2684147,1259172
8573707,3828,,,"Rüdlingen, Sandgruben",Rüdlingen,Bus,&nbsp;,0,,114,2,Bus,675,2684939,1271439
8573215,1815,,,"Teufen ZH, Oberteufen",Teufen ZH,Bus,&nbsp;,0,,123,2,Bus,"522,N52",2685096,1267129
8506891,1300,,,"Embrach, Illingerweg",Embrach,Bus,&nbsp;,0,,123,2,Bus,"520,E,N52",2686691,1263431
8573229,1192,,,"Lufingen, Hintermarchlen",Lufingen,Bus,&nbsp;,0,,123,2,Bus,"520,521,524,E,N52",2686770,1259632
8506897,1914,,,"Embrach, Post",Embrach,Bus,&nbsp;,0,,123,2,Bus,"520,521,E,N52",2687012,1262311
8506889,951,,,"Embrach, Gemeindehaus",Embrach,Bus,&nbsp;,0,,123,2,Bus,"520,521,E,N52",2687108,1261937
8506768,1969,,,"Rheinau, Unterstadt",Rheinau,Bus,&nbsp;,0,,115,2,Bus,"620,N60",2687667,1277770
8506898,1956,,,"Oberembrach, Dorf",Oberembrach,Bus,&nbsp;,0,,123,2,Bus,"524,E,N52",2688983,1260266
8573445,1420,,,"Feuerthalen, Kirchstrasse",Feuerthalen,Bus,&nbsp;,0,,116,2,Bus,"630,632,634,N69",2689951,1282989
8576147,1883,,,"Pfungen, Bahnhof",Pfungen,Bus,&nbsp;,0,,123,2,Bus,"529,674,EV,N59",2691027,1263510
8503952,1902,,,"Benken ZH, Dorf",Benken ZH,Bus,&nbsp;,0,,115,2,Bus,"630,N69",2691261,1278740
8506048,11617,,,Marthalen,Marthalen,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,115,1,Bahn,"S12,S33",2691496,1276363
8506896,64,,,"Neftenbach, Alte Post",Neftenbach,Bus,&nbsp;,0,,123,2,Bus,"670,671,674,N59,N64",2692648,1264730
8590954,6657,,,"Winterthur, Haltenreben",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"670,671,674,N59,N64",2693346,1263668
8573436,1394,,,"Trüllikon, Kindergarten",Trüllikon,Bus,&nbsp;,0,,115,2,Bus,"621,630,N69",2693676,1277099
8590525,2313,,,"Dietikon, Schäflibach",Dietikon,Tram,&nbsp;,2,,154,5,Tram,20,2673408,1250364
8583482,6861,,,"Obfelden, Bachstrasse",Obfelden,Bus,&nbsp;,0,,156,2,Bus,"212,217,N22",2674644,1235169
8502882,1946,,,"Maschwanden, Dorf",Maschwanden,Bus,&nbsp;,0,,156,2,Bus,"230,N24",2674799,1231997
8590797,2051,,,"Schlieren, Reitmen",Schlieren,"Bus,Tram",&nbsp;,2,,154,3,Bus Tram,"20,N34,N36",2674895,1250065
8573195,1212,,,"Obfelden, Hölibachstrasse",Obfelden,Bus,&nbsp;,0,,156,2,Bus,"212,217,N22",2675236,1235794
8576277,1322,,,"Buchs ZH, Industrie",Buchs ZH,Bus,&nbsp;,0,,111,2,Bus,"449,N45",2675394,1255890
8576276,1323,,,"Dällikon, Industrie",Dällikon,Bus,&nbsp;,0,,111,2,Bus,"449,N45",2675437,1255363
8590911,125,,,"Weiningen ZH, Ausserdorf",Weiningen ZH,Bus,&nbsp;,0,,154,2,Bus,"302,N30",2675531,1252356
8573719,38,,,"Birmensdorf ZH, Aescherstrasse",Birmensdorf ZH,Bus,&nbsp;,0,,154,2,Bus,"215,245,N22",2675534,1244933
8590798,6298,,,"Schlieren, Goldschlägistrasse",Schlieren,Bus,&nbsp;,0,,154,2,Bus,317,2675541,1250474
8573193,3728,,,"Zwillikon, Fehrenbach",Zwillikon,Bus,&nbsp;,0,,156,2,Bus,214,2675826,1237770
8590910,3183,,,"Weiningen ZH, Aegelsee",Weiningen ZH,Bus,&nbsp;,0,,154,2,Bus,"302,N30",2675913,1252123
8579189,4106,,,"Horgen, Scheller",Horgen,Bus,&nbsp;,0,,151,2,Bus,136,2686894,1235997
8590703,1779,,,"Küsnacht ZH, Oberfeld",Küsnacht ZH,Bus,&nbsp;,0,,140,2,Bus,918,2686964,1240889
8590880,3198,,,"Wallisellen, Alterszentrum",Wallisellen,Bus,&nbsp;,0,,121,2,Bus,771,2687296,1252615
8590510,3560,,,"D'dorf, Sportanl Heerenschürli",Dübendorf,Bus,&nbsp;,0,,121,2,Bus,"759,N78",2687329,1251050
8590669,2695,,,"Itschnach, Tägermoos",Itschnach,Bus,&nbsp;,0,,140,2,Bus,"912,919,N91",2687338,1242309
8590569,1478,,,"Dübendorf, Kämmaten",Dübendorf,Bus,&nbsp;,0,,121,2,Bus,751,2687433,1249385
8576221,2122,,,"Küsnacht ZH, Ränkestrasse",Küsnacht ZH,Bus,&nbsp;,0,,140,2,Bus,"916,N91",2687452,1241055
8591432,3772,,,"Zürich, Wiesliacher",Zürich,Bus,&nbsp;,0,,110,2,Bus,91,2687501,1245575
8591162,3444,,,"Zürich, Glockenacker",Zürich,Bus,&nbsp;,0,,110,2,Bus,"701,703,704,N71,N74",2687650,1246213
8503111,12922,,,Winkel am Zürichsee,Erlenbach ZH,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,140,1,Bahn,"S16,S6,SN7",2687760,1239128
8590579,3296,,,"Dübendorf, Neugut Süd",Dübendorf,Bus,&nbsp;,0,,121,2,Bus,"759,N78",2687786,1250863
8590651,693,,,"Horgen, Dorfgasse",Horgen,Bus,&nbsp;,0,,151,2,Bus,"121,132,134,155,N26",2687824,1235004
8590890,1299,,,"Wallisellen, Ifang",Wallisellen,Bus,&nbsp;,0,,121,2,Bus,787,2688028,1251688
8576215,1342,,,"Itschnach, Fallacher",Itschnach,Bus,&nbsp;,0,,140,2,Bus,"912,919,N91",2688245,1242674
8596100,7001,,,"Bassersdorf, Sportanlage",Bassersdorf,Bus,&nbsp;,0,,121,2,Bus,"765,766",2688407,1255511
8588005,1878,,,"Herrliberg, Pfarrgasse",Herrliberg,Bus,&nbsp;,0,,141,2,Bus,972,2688528,1238013
8588986,3738,,,"Horgen, Reithy",Horgen,Bus,&nbsp;,0,,151,2,Bus,"132,155,N26",2688537,1233921
8587997,3554,,,"Herrliberg, Freudacherstrasse",Herrliberg,Bus,&nbsp;,0,,140,2,Bus,962,2688846,1238948
8595128,6835,,,"Dietlikon, Pünten",Dietlikon,Bus,&nbsp;,0,,121,2,Bus,749,2688862,1253744
8590577,6451,,,"Dübendorf, Memphis",Dübendorf,Bus,&nbsp;,0,,121,2,Bus,"748,760,N78",2688900,1250567
8595081,6839,,,"Dietlikon, Zentrum",Dietlikon,Bus,&nbsp;,0,,121,2,Bus,"748,749",2689010,1253128
8590589,2462,,,"Dübendorf, Stadthaus",Dübendorf,Bus,&nbsp;,0,,121,2,Bus,"754,N75",2689185,1250234
8588003,1258,,,"Herrliberg, Humrigen",Herrliberg,Bus,&nbsp;,0,,141,2,Bus,972,2689374,1237724
8590656,6488,,,"Horgen, Rietli",Horgen,Bus,&nbsp;,0,,151,2,Bus,121,2689379,1234272
8590752,1871,,,"Pfaffhausen, Pfaffenstein",Pfaffhausen,Bus,&nbsp;,0,,121,2,Bus,"704,N74",2689877,1247094
8590562,1005,,,"Dübendorf, Glärnischstrasse",Dübendorf,Bus,&nbsp;,0,,121,2,Bus,"756,N76",2689934,1250173
8591210,1310,,,"Zürich, Im Hüsli",Zürich,Bus,&nbsp;,0,,110,2,Bus,"70,N15",2681188,1242485
8591270,1615,,,"Zürich, Marbachweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,"70,N15",2681387,1242723
8591341,2256,,,"Zürich, Schmiede Wiedikon",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"14,215,220,235,236,245,67,72,76,9,N14,N15,N18",2681605,1247149
8591419,2803,,,"Zürich, Waidspital",Zürich,Bus,&nbsp;,0,,110,2,Bus,"38,69",2681756,1250383
8591218,1357,,,"Zürich,Kalkbreite/Bhf.Wiedikon",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"2,3,32,N12,N2,N3",2681769,1247629
8591280,3451,,,"Zürich, Mötteliweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,"80,N8",2682096,1252029
8595713,6931,,,"Rümlang, Zürichweg",Rümlang,Bus,&nbsp;,0,,121,2,Bus,795,2682097,1255902
8595709,6928,,,"Rümlang, Heuelstrasse",Rümlang,Bus,&nbsp;,0,,121,2,Bus,"742,795",2682166,1256288
8573190,6071,,,"Baar, Bahnmatt",Baar ZG,Bus,&nbsp;,0,,,2,Bus,280,2682231,1227872
8591425,2858,,,"Zürich, Weihersteig",Zürich,Bus,&nbsp;,0,,110,2,Bus,69,2682287,1250246
8591077,470,,,"Zürich, Besenrainstrasse",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,72,2682307,1244418
8591322,2127,,,"Zürich, Röntgenstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,N12,N2",2682357,1248472
8591290,1744,,,"Zürich, Nordheimstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,40,2682418,1250876
8591086,498,,,"Zürich, Birchdörfli",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,N2",2682418,1251320
8591257,1557,,,"Zürich, Limmatplatz",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"13,17,32,4,N12,N13,N17,N2,N4",2682531,1248771
8591240,1595,,,"Zürich, Lägernstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,N12,N2",2682555,1250029
8590477,6592,,,"Adliswil, Moos",Adliswil,Bus,&nbsp;,0,,150,2,Bus,185,2682586,1242160
8591217,1356,,,"Zürich, Kalchbühlweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,66,2682591,1243872
8591404,2689,,,"Zürich, Tunnelstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"13,17,6,7,N16",2682628,1246720
8502963,1153,,,"Hausen a.A., Heisch",Hausen am Albis,Bus,&nbsp;,0,,151,2,Bus,"236,240,N24",2682633,1233668
8590481,1438,,,"Adliswil, Rütistrasse/Wacht",Adliswil,Bus,&nbsp;,0,,150,2,Bus,152,2682695,1240147
8595710,6951,,,"Rümlang, Ifangstrasse",Rümlang,Bus,&nbsp;,0,,121,2,Bus,795,2682755,1255853
8591380,3768,,,"Zürich, Staudenbühl",Zürich,Bus,&nbsp;,0,,110,2,Bus,"40,42",2682758,1252712
8591387,3522,,,"Zürich, Sukkulentensammlung",Zürich,Bus,&nbsp;,0,,110,2,Bus,"161,165",2682779,1245475
8591326,2108,,,"Zürich, Rotbuchstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,33,N12,N2",2682860,1249518
8587347,2109,,,"Zürich, Rote Fabrik",Zürich,Bus,&nbsp;,0,,110,2,Bus,"161,165,N16",2682935,1244129
8503089,12536,,,Wildpark-Höfli,Langnau am Albis,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,150,1,Bahn,"S4,SN4",2682955,1238999
8591092,3789,,,"Zürich, Bollingerweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,"64,75,N5",2682959,1252078
8591053,144,,,"Zürich, Bad Allenmoos",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"11,N12",2682963,1251145
8509648,7070,,,"Zürich, Obere Hornhalde",Zürich,Bus,&nbsp;,0,,110,2,Bus,66,2682968,1242836
8503449,786,,,Zürich Enge (See),Zürich,,&nbsp;,0,,,99,,,2682997,1245920
8591237,1468,,,"Zürich, Kronenstrasse",Zürich,Tram,&nbsp;,2,,110,5,Tram,"11,14",2683106,1249166
8587348,412,,,"Zürich, Bahnhofplatz/HB",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"10,14,3,31,N1,N10,N13,N14,N3,N4,N6,N71,N74,N91",2683122,1247962
8590777,6447,,,"Rüschlikon, Loorain",Rüschlikon,Bus,&nbsp;,0,,150,2,Bus,"156,165,N16",2683440,1240184
8590686,2239,,,"Kilchberg ZH, Schlimbergstr.",Kilchberg ZH,Bus,&nbsp;,0,,150,2,Bus,163,2683484,1242132
8591048,128,,,"Zürich, Ausserdorfstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"742,75,N5",2683747,1253226
8591123,736,,,"Zürich, ETH/Universitätsspital",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"10,6,9,N10,N6",2683796,1247976
8591273,3154,,,"Zürich, Messe/Hallenstadion",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"11,61,62,N12",2683883,1251721
8591164,1008,,,"Zürich, Goldauerstrasse",Zürich,Standseilbahn,&nbsp;,0,,110,6,Bergbahn,23,2683913,1248979
8590772,443,,,"Rüschlikon, Belvoir",Rüschlikon,Bus,&nbsp;,0,,150,2,Bus,"165,N16",2683939,1240167
8591376,2451,,,"Zürich, Spyriplatz",Zürich,Trolleybus,&nbsp;,0,,110,2,Bus,33,2684071,1248535
8591124,3446,,,"Zürich, Ettenfeld",Zürich,Bus,&nbsp;,0,,110,2,Bus,"768,N10",2684132,1253336
8590681,1577,,,"Kilchberg ZH, Lindt & Sprüngli",Kilchberg ZH,Bus,&nbsp;,0,,150,2,Bus,"163,165,N16",2684148,1241541
8530813,1453,,,"Zürich, Kreuzplatz",Zürich,"Bus,S-Bahn,Tram,Trolleybus",<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,110,7,Bahn Bus Tram,"11,31,8,N11,S18,SN18",2684247,1246622
8591377,2452,,,"Zürich, Spyristeig",Zürich,Bus,&nbsp;,0,,110,2,Bus,39,2684384,1248981
8591318,2067,,,"Zürich, Riedbach",Zürich,Bus,&nbsp;,0,,110,2,Bus,"781,787,N78",2684506,1252126
8591364,2388,,,"Zürich, Signaustrasse",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"11,31,N11",2684528,1246423
8591119,788,,,"Zürich, Englischviertelstrasse",Zürich,Tram,&nbsp;,2,,110,5,Tram,8,2684564,1246813
8503675,2134,,,Rüschlikon (See),Rüschlikon,,&nbsp;,0,,150,99,,,2684676,1240497
8591128,6460,,,"Zürich, Fernsehstudio",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"11,12,781,N9",2684749,1252534
8591238,1471,,,"Zürich, Krönleinstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,39,2684752,1248757
