NHSTID,DIVA_NR,Y_KOORD,X_KOORD,CHSTNAME,CNAME,VTYP,HSTTYP,HAFAS_PRIO,LINKTEXT,ZONEN,SYMB_CODE,SYMB_TEXT,LINIEN,E,N
8503196,2004,,,"Wolfhausen, Zentrum",Wolfhausen,Bus,&nbsp;,0,,133,2,Bus,"880,N95",2703201,1234970
8576094,1942,,,"Kempten, Kreuzackerstrasse",Kempten,Bus,&nbsp;,0,,132,2,Bus,"850,851,N87",2703474,1243175
8575998,890,,,"Wetzikon ZH, Friedhof",Wetzikon ZH,Bus,&nbsp;,0,,132,2,Bus,"857,858,859,N88",2703654,1242728
8593524,6010,,,"Hittnau, Isikon",Hittnau,Bus,&nbsp;,0,,135,2,Bus,"858,N72",2703852,1248235
8573515,2001,,,"Wildberg, Alte Post",Wildberg,Bus,&nbsp;,0,,171,2,Bus,"825,N82",2703940,1253924
8503667,3313,,,Rapperswil SG (See),Rapperswil SG,,&nbsp;,0,,180,99,,,2704092,1231439
8587963,3307,,,"Bubikon, Platte",Bubikon,Bus,&nbsp;,0,,133,2,Bus,883,2704119,1237154
8576052,2901,,,"Bubikon, Wihalde",Bubikon,Bus,&nbsp;,0,,133,2,Bus,"880,N95",2704143,1235699
8595262,6889,,,"Hittnau, Hofhalden",Hittnau,Bus,&nbsp;,0,,135,2,Bus,858,2704296,1244940
8503110,12027,,,Rapperswil SG,Rapperswil SG,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,180,1,Bahn,"S14,S15,S16,S40,S5,S7,S8,SN5,SN8",2704387,1231329
8576009,549,,,"Hinwil, Hinwil Center Ost",Hinwil,Bus,&nbsp;,0,,133,2,Bus,869,2704467,1240311
8578524,2460,,,"Rapperswil SG, Cityplatz",Rapperswil SG,Bus,&nbsp;,0,,180,2,Bus,"993,994",2704569,1231567
8576079,2466,,,"Rapperswil SG, Sonnenhof",Rapperswil SG,Bus,&nbsp;,0,,180,2,Bus,"885,992,993,994",2704693,1231805
8503353,2319,,,"Jona, Schönau",Jona,Bus,&nbsp;,0,,180,2,Bus,"885,994",2705351,1233064
8573519,2690,,,"Turbenthal, Bahnhof",Turbenthal,Bus,&nbsp;,0,,171,2,Bus,"806,807,825,N82",2706012,1254982
8591743,3607,,,"Jona, Weiden",Jona,Bus,&nbsp;,0,,180,2,Bus,"991,992,996",2706031,1231059
8576070,811,,,"Dürnten, Etzelstrasse",Dürnten,Bus,&nbsp;,0,,134,2,Bus,882,2706092,1237218
8575988,915,,,"Adetswil, Frowiesstrasse",Adetswil,Bus,&nbsp;,0,,172,2,Bus,"851,N87",2706210,1244032
8578530,835,,,"Jona, Feldli",Jona,,&nbsp;,0,,180,99,,,2706578,1231972
8576044,2444,,,"Hinwil, Sportplatz",Hinwil,Bus,&nbsp;,0,,133,2,Bus,"870,N88",2706690,1239420
8506009,12149,,,Saland,Saland,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,172,1,Bahn,S26,2706859,1250230
8503648,3389,,,Lachen SZ (See),Lachen SZ,,&nbsp;,0,,182,99,,,2706956,1227936
8573521,1375,,,"Turbenthal, Kehlhof",Turbenthal,Bus,&nbsp;,0,,171,2,Bus,806,2706964,1254712
8503173,1695,,,"Tann, Nauen",Tann,Bus,&nbsp;,0,,134,2,Bus,"870,N88",2706988,1236489
8591730,6644,,,"Jona, Hummelwaldstrasse",Jona,,&nbsp;,0,,180,99,,,2707034,1232088
8576103,2137,,,"Rüti ZH, Bahnhof",Rüti ZH,Bus,&nbsp;,0,,134,2,Bus,"854,870,880,884,885,888,N85",2707180,1235325
8575991,1729,,,Neuthal bei Bäretswil,Neuthal b Bäretswil,Bus,&nbsp;,0,,172,2,Bus,"850,N87",2707614,1246163
8503366,2000,,,"Wernetshausen, Dorf",Wernetshausen,Bus,&nbsp;,0,,133,2,Bus,875,2708031,1239681
8590610,2335,,,"Fällanden, Schützenhaus",Fällanden,Bus,&nbsp;,0,,121,2,Bus,"704,705,744,N74",2690173,1247106
8590604,544,,,"Fällanden, Bruggacher",Fällanden,Bus,&nbsp;,0,,121,2,Bus,"743,744,745",2690173,1247811
8590504,446,,,"Benglen, Gerlisbrunnen",Benglen,Bus,&nbsp;,0,,121,2,Bus,"703,704,705,N74",2690209,1246250
8590499,2352,,,"Au ZH, Seeguet",Au ZH,Bus,&nbsp;,0,,152,2,Bus,121,2690428,1233854
8503990,1711,,,"Wädenswil, Neubühl",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"128,131,150,E,N28",2690546,1231920
8590489,60,,,"Au ZH, Alte Landstrasse",Au ZH,Bus,&nbsp;,0,,152,2,Bus,121,2690573,1233602
8573573,1201,,,"Wädenswil, Hintere Rüti West",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"122,126,128,131,150,N28",2690670,1232339
8590584,2265,,,"Dübendorf, Schossacher",Dübendorf,Bus,&nbsp;,0,,121,2,Bus,"756,N76",2690714,1250035
8590606,947,,,"Fällanden, Gemeindehaus",Fällanden,Bus,&nbsp;,0,,121,2,Bus,"704,705,743,744,745,N74",2690745,1247466
8590904,6364,,,"Wangen, Stierwisen",Wangen bei Dübendorf,Bus,&nbsp;,0,,121,2,Bus,"759,796,N78",2690883,1251675
8590902,1266,,,"Wangen, Hätzelwisen",Wangen bei Dübendorf,Bus,&nbsp;,0,,121,2,Bus,"796,N78",2690884,1251742
8590574,1567,,,"Dübendorf, Lindenbühl",Dübendorf,Bus,&nbsp;,0,,121,2,Bus,"756,N76",2691130,1250043
8503104,11628,,,Meilen,Meilen,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,141,1,Bahn,"S16,S6,S7,SN7",2691236,1236132
8503866,2925,,,"Wädenswil, Winterberg",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"126,128,150,N28",2691420,1232480
8503795,1115,,,"Wädenswil, Hangenmoos",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"126,128,150,N28",2691967,1232197
8503064,12166,,,Scheuren,Forch,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,130,1,Bahn,"S18,SN18",2692298,1242022
8590712,3134,,,"Maur, Aschbach",Maur,Bus,&nbsp;,0,,130,2,Bus,743,2692342,1245280
8590715,1892,,,"Maur, Platten",Maur,Bus,&nbsp;,0,,130,2,Bus,"701,N71",2692350,1244330
8590871,400,,,"Wädenswil, Tiefenhof",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,127,2692647,1232241
8579182,6083,,,"Hütten, Friedhof",Hütten,Bus,&nbsp;,0,,153,2,Bus,"160,N28",2692672,1225702
8588013,3191,,,"Meilen, Aebleten",Meilen,Bus,&nbsp;,0,,141,2,Bus,"923,N92",2692689,1236111
8590866,3549,,,"Wädenswil, Neudorf",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,127,2692921,1231873
8590713,678,,,"Maur, Dorf",Maur,Bus,&nbsp;,0,,130,2,Bus,"701,743,N71",2693027,1244021
8576085,2849,,,"Meilen, Weid",Meilen,Bus,&nbsp;,0,,141,2,Bus,"925,N92",2693093,1235747
8589106,6350,,,"Volketswil, Zimikon",Volketswil,Bus,&nbsp;,0,,121,2,Bus,"720,725,N72",2693153,1248993
8590856,645,,,"Wädenswil, Coop",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"123,125,126,127,128,150,160,N28",2693489,1231718
8503663,2719,,,Uetikon am See (See),Uetikon am See,,&nbsp;,0,,142,99,,,2693616,1234916
8503798,2958,,,"Wädenswil, Bahnhof",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"121,122,123,125,126,127,128,129,150,160,N28",2693625,1231674
8590717,6199,,,"Maur, Werft Greifensee",Maur,,&nbsp;,0,,,99,,,2693702,1244173
8590639,6610,,,"Greifensee, Tumigerstrasse",Greifensee,Bus,&nbsp;,0,,130,2,Bus,727,2693748,1246899
8581417,1332,,,"Wädenswil, Campus Grüental",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"123,126,150,N28",2693840,1230464
8588046,4805,,,"Uetikon am See, Gemeindehaus",Uetikon am See,Bus,&nbsp;,0,,142,2,Bus,"931,932",2693946,1235365
8575946,988,,,"Effretikon, Girhalde",Effretikon,Bus,&nbsp;,0,,122,2,Bus,"655,657",2694496,1254455
8590870,2555,,,"Wädenswil, Staubeweidli",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,125,2694500,1230858
8503293,11038,,,Grüenfeld,Richterswil,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,153,1,Bahn,S13,2694627,1228242
8588734,6344,,,"Männedorf, Im Russer",Männedorf,Bus,&nbsp;,0,,142,2,Bus,"925,N92",2694753,1235156
8581538,3675,,,"Uster, Seeweg",Uster,Bus,&nbsp;,0,,131,2,Bus,817,2695053,1244681
8503374,1021,,,"Grafstal, Unterdorf",Grafstal,Bus,&nbsp;,0,,122,2,Bus,"655,657",2695244,1255706
8576028,1604,,,"Männedorf, Kirchweg",Männedorf,Bus,&nbsp;,0,,142,2,Bus,"925,940",2695316,1234334
8576112,637,,,"Richterswil, Chrummbächli",Richterswil,Bus,&nbsp;,0,,153,2,Bus,"170,N29",2695413,1229091
8579838,6755,,,"Schlatt b. D'hofen, Turnhallen",Diessenhofen,,&nbsp;,0,,,99,,,2695050,1279890
8576179,2991,,,"Winterthur, Zentrum Töss",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"1,5,660,N1,N66",2695508,1260815
8573673,511,,,"Winterthur, Blumenau",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"2,22,N2",2695928,1262594
8576180,1580,,,"Winterthur, Loki",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"1,5,7,N1,N7",2696101,1261382
8590959,1208,,,"Winterthur, Hinterwiesli",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"2,22,N2",2696293,1262426
8573671,2646,,,"Winterthur, Tellstrasse",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"2,22,670,671,674,N2",2696629,1262243
8590927,6310,,,"Winterthur, Bruderhaus",Winterthur,Bus,&nbsp;,0,,120,2,Bus,12,2696986,1259404
8591012,2694,,,"Winterthur, Turmstrasse",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"12,4",2697401,1260674
8506020,12382,,,Seuzach,Seuzach,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,160,1,Bahn,"S11,S29",2697912,1265817
8573658,2809,,,"Winterthur, Waldegg",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"2,22,N2",2698610,1260851
8511373,7174,,,"Winterthur, Bahnhof Grüze Süd",Winterthur,,&nbsp;,0,,120,99,,,2698712,1261594
8590963,1304,,,"Winterthur, Im Geissacker",Winterthur,Bus,&nbsp;,0,,120,2,Bus,10,2699122,1262975
8590961,1232,,,"Winterthur, Hohlandweg",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"1,N1",2699156,1262378
8590950,1063,,,"Winterthur, Guggenbühl",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"1,N1",2699358,1263410
8590998,3184,,,"Winterthur, St. Urban",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"3,N3",2699487,1260446
8590964,983,,,"Winterthur, Industriepark",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"5,7,N67,N7",2699693,1262020
8573660,2331,,,"Winterthur, Schützenbühl",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"9,N68",2700032,1259517
8557098,7010,,,"Oberneunforn, Stocke",Oberneunforn,Bus,&nbsp;,0,,162,2,Bus,"605,N65",2700129,1273869
8590947,1044,,,"Winterthur, Grüntal",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"3,N3",2700505,1259737
8576227,2894,,,"Wiesendangen, Bahnhof",Wiesendangen,Bus,&nbsp;,0,,163,2,Bus,"610,611,N67",2700666,1264745
8580261,631,,,"Winterthur, Chli-Hegi",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"7,N67,N7",2701088,1262484
8576229,3649,,,"Wiesendangen, Attikerstrasse",Wiesendangen,Bus,&nbsp;,0,,163,2,Bus,"610,611",2701657,1264735
8580259,2446,,,"Elsau, Sportplatz",Elsau,Bus,&nbsp;,0,,164,2,Bus,"680,N67",2701921,1262146
8506025,13761,,,Etzwilen,Etzwilen,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,,1,Bahn,S29,2703700,1279900
8573667,6124,,,"Schlatt ZH, Waltenstein",Schlatt bei Winterthur,Bus,&nbsp;,0,,164,2,Bus,680,2704102,1259656
8573327,7007,,,"Stein am Rhein, Bahnhof",Stein am Rhein,,&nbsp;,0,,,99,,,2706435,1279323
8582673,6679,,,"Elgg, Sennhof",Elgg,,&nbsp;,0,,164,99,,,2707320,1259397
8583361,6847,,,"Elgg, Schloss",Elgg,,&nbsp;,0,,164,99,,,2707545,1260050
8511683,7161,,,"Elgg, Schwimmbad",Elgg,Bus,&nbsp;,0,,164,2,Bus,"680,682",2708197,1260091
8503134,10430,,,Bauma,Bauma,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,172,1,Bahn,S26,2708735,1247451
8573279,1283,,,"Bauma, Hörnen",Bauma,Bus,&nbsp;,0,,172,2,Bus,809,2709405,1247545
8573525,6145,,,"Turbenthal,Strandbad Bichelsee",Turbenthal,Bus,&nbsp;,0,,171,2,Bus,806,2710126,1257126
8573281,1672,,,"Bauma, Musterplatz",Bauma,Bus,&nbsp;,0,,172,2,Bus,809,2710338,1248794
8581103,4807,,,"Wald ZH, Pflegezentrum",Wald ZH,Bus,&nbsp;,0,,134,2,Bus,893,2711180,1237100
8573647,6140,,,"Schmidrüti, Buchenenstock",Turbenthal,Bus,&nbsp;,0,,171,2,Bus,807,2711183,1252670
8577309,4813,,,"Wald ZH, Binzholz",Wald ZH,Bus,&nbsp;,0,,134,2,Bus,893,2711317,1237824
8587953,3611,,,"Wald ZH, Elbastrasse",Wald ZH,Bus,&nbsp;,0,,134,2,Bus,"854,893,N85",2711622,1237565
8573586,2805,,,"Wald ZH, Bahnhof",Wald ZH,Bus,&nbsp;,0,,134,2,Bus,"854,885,892,893,N85",2711631,1236816
8594491,6828,,,"Wald ZH, Nordeck",Wald ZH,Bus,&nbsp;,0,,134,2,Bus,"885,N85",2711738,1236371
8506968,6230,,,"Eschenbach SG, Post",Eschenbach SG,,&nbsp;,0,,,99,,,2712280,1233250
8578627,6972,,,"Bichelsee, Volg",Bichelsee-Balterswil,,&nbsp;,0,,,99,,,2712282,1256425
8589513,6466,,,"Laupen ZH, Mürtschenstrasse",Laupen ZH,Bus,&nbsp;,0,,134,2,Bus,N85,2712846,1235987
8503222,13738,,,Schübelbach-Buttikon,Schübelbach,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,,1,Bahn,"S2,S8",2713700,1226100
8503647,3391,,,Schmerikon (See),Schmerikon,,&nbsp;,0,,183,99,,,2713726,1231491
8578632,6143,,,"Dussnang, Tannegg",Dussnang,Bus,&nbsp;,0,,,2,Bus,806,2714606,1254450
8574610,3363,,,"Uitikon, Wängi",Uitikon,Bus,&nbsp;,0,,154,2,Bus,201,2676121,1247692
8591833,6825,,,"Unterengstringen, Sennenbüel",Unterengstringen,Bus,&nbsp;,0,,154,2,Bus,"302,304,N13,N30",2676233,1251863
8582721,6651,,,"Hedingen, Hausacker",Hedingen,Bus,&nbsp;,0,,155,2,Bus,200,2676435,1238713
8576256,2424,,,"Adlikon b. R., Sonnhalde West",Adlikon bei Regensdorf,Bus,&nbsp;,0,,111,2,Bus,"453,485,N45",2676942,1256334
8590758,6588,,,"Regensdorf, Querstrasse",Regensdorf,Bus,&nbsp;,0,,111,2,Bus,"454,456",2677197,1255363
8502574,2577,,,"Affoltern a.A., Stigeli",Affoltern am Albis,Bus,&nbsp;,0,,156,2,Bus,"225,N24",2677206,1236903
8590793,1327,,,"Schlieren, Industrie Gaswerk",Schlieren,Bus,&nbsp;,0,,154,2,Bus,307,2677327,1250519
8574898,3337,,,"Ringlikon, Gättern",Ringlikon,Bus,&nbsp;,0,,154,2,Bus,201,2677573,1246077
8590754,3459,,,"Regensdorf, Altersheim",Regensdorf,Bus,&nbsp;,0,,111,2,Bus,452,2677599,1254259
8590461,2009,,,"Adlikon b. R., Pächterried",Adlikon bei Regensdorf,Bus,&nbsp;,0,,111,2,Bus,"485,N45",2677792,1255523
8576280,3144,,,"Regensdorf, Althard/Bahnhof",Regensdorf,Bus,&nbsp;,0,,111,2,Bus,"453,454,456",2677812,1254669
8579497,630,,,"Wettswil a.A., Langächer",Wettswil am Albis,Bus,&nbsp;,0,,155,2,Bus,221,2677872,1244165
8591333,2152,,,"Zürich, Salzweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,"35,67,78,N1",2678007,1249055
8596008,6998,,,"Zürich, Hermetschloo",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,N1",2678140,1249764
8579991,6112,,,"Bonstetten, Sunnenberg",Bonstetten,Bus,&nbsp;,0,,155,2,Bus,"227,N23",2678254,1240675
8579434,595,,,"Wettswil a.A., Dettenbühl",Wettswil am Albis,Bus,&nbsp;,0,,155,2,Bus,221,2678309,1243501
8580299,3369,,,"Mettmenstetten, Wissenbach",Mettmenstetten,Bus,&nbsp;,0,,156,2,Bus,232,2678395,1232053
8511417,7170,,,"Ringlikon, Bahnhof",Ringlikon,,&nbsp;,0,,154,99,,,2678517,1245925
8576699,6101,,,"Wettswil a.A., Schürli",Wettswil am Albis,Bus,&nbsp;,0,,155,2,Bus,221,2678519,1243063
8518459,14043,,,"Steinhausen (CH), Rigiblick",Steinhausen,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,,1,Bahn,S5,2678905,1226862
8511692,7179,,,"Zürich, Grünauring",Zürich,,&nbsp;,0,,,99,,,2679219,1250024
8573716,2697,,,"Stallikon, Tägerst",Stallikon,Bus,&nbsp;,0,,155,2,Bus,"235,236",2679325,1239167
8591344,3155,,,"Zürich, Schulhaus Altweg",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"33,N9",2679724,1247362
8591402,2707,,,"Zürich, Tüffenwies",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"17,304,485,80,89,N8",2679724,1250214
8591035,3797,,,"Zürich, Albisrank",Zürich,Bus,&nbsp;,0,,110,2,Bus,"83,89,N12",2679748,1248201
8591275,1641,,,"Zürich, Michelstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,38,2679779,1251149
8503054,12530,,,Zürich Triemli SZU,Zürich,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,110,1,Bahn,S10,2679812,1246548
8591200,1239,,,"Zürich, Holzerhurd",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,N2",2679829,1253093
8591446,3015,,,"Zürich, Zwielplatz",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"13,80,N13,N8",2679857,1250690
8591176,1120,,,"Zürich, Hardhof",Zürich,Tram,&nbsp;,2,,110,5,Tram,17,2679935,1250042
8576240,1626,,,"Zürich, Meierhofplatz",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"13,38,46,80,N13,N4,N8",2680070,1250673
8591201,1280,,,"Zürich, Hönggerberg",Zürich,Bus,&nbsp;,0,,110,2,Bus,"69,80,N8",2680476,1251015
8503008,13021,,,Zürich Affoltern,Zürich,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,110,1,Bahn,"S21,S6,SN6",2680749,1252787
8591250,3457,,,"Zürich, Lerchenrain",Zürich,Bus,&nbsp;,0,,110,2,Bus,37,2680815,1252049
8591407,2737,,,"Zürich, Unteraffoltern",Zürich,Bus,&nbsp;,0,,110,2,Bus,"62,N2",2680934,1253133
8591195,1272,,,"Zürich, Höfliweg",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,N2",2680996,1246857
8591118,767,,,"Zürich, Einfangstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"32,61,62,N2",2681072,1252209
8502113,13767,,,Aarau,Aarau,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,,1,Bahn,"S11,SN1,SN11",2646200,1249100
8587553,7129,,,"Villmergen, Oberdorf",Villmergen,Bus,&nbsp;,0,,,2,Bus,N32,2660913,1244052
8580346,7120,,,"Wohlen AG, Haldenschulen",Wohlen AG,Bus,&nbsp;,0,,,2,Bus,N32,2663600,1244765
8572643,7119,,,"Bremgarten AG, West",Bremgarten AG,Bus,&nbsp;,0,,,2,Bus,N32,2667918,1244232
8572570,7117,,,"Bremgarten AG, Waage",Bremgarten AG,Bus,&nbsp;,0,,,2,Bus,N32,2668042,1244639
8580847,6717,,,"Bremgarten AG, Bibenlos",Bremgarten AG,Bus,&nbsp;,0,,,2,Bus,N32,2668860,1245173
8510203,7082,,,"Spreitenbach, West",Spreitenbach,Tram,&nbsp;,2,,,5,Tram,20,2669496,1253553
8590277,3825,,,"Spreitenbach, Langäcker",Spreitenbach,,&nbsp;,0,,,99,,,2669753,1252920
8590273,6301,,,"Spreitenbach, Umwelt Arena",Spreitenbach,Tram,&nbsp;,2,,,5,Tram,20,2669870,1253152
8510542,7143,,,"Spreitenbach, Ratzengasse",Spreitenbach,,&nbsp;,0,,184,99,,,2669959,1252242
8580728,6742,,,"Widen, Burkertsmatt",Widen,,&nbsp;,0,,,99,,,2669993,1246509
8591891,6663,,,"Spreitenbach, Altersheim",Spreitenbach,,&nbsp;,0,,184,99,,,2670176,1252419
8590275,6462,,,"Spreitenbach, IKEA",Spreitenbach,Tram,&nbsp;,2,,184,5,Tram,20,2670547,1252782
8572598,6209,,,"Berikon, Mattenhof",Berikon,Bus,&nbsp;,0,,,2,Bus,N31,2671142,1244123
8510050,7077,,,"Unterlunkhofen, Mühlegg",Unterlunkhofen,Bus,&nbsp;,0,,,2,Bus,245,2671375,1241476
8576274,1294,,,Hüttikon,Hüttikon,Bus,&nbsp;,0,,117,2,Bus,"491,N45",2671507,1255469
8572608,6244,,,"Merenschwand, Allmend Gut",Merenschwand,Bus,&nbsp;,0,,,2,Bus,217,2671783,1234929
8590204,2085,,,"Bergdietikon, Rietwies",Bergdietikon,Bus,&nbsp;,0,,184,2,Bus,"305,315",2671877,1249598
8509643,7072,,,"Dietikon, Maienweg",Dietikon,Tram,&nbsp;,2,,154,5,Tram,20,2671884,1251406
8590528,6262,,,"Dietikon, Silbern",Dietikon,Bus,&nbsp;,0,,154,2,Bus,309,2672015,1252370
8590200,425,,,"Bergdietikon, Baltenschwil",Bergdietikon,Bus,&nbsp;,0,,184,2,Bus,"305,315",2672021,1249544
8590220,1616,,,"Dietikon, Marmori-Weiher",Dietikon,Bus,&nbsp;,0,,154,2,Bus,"305,315,N31",2672144,1250248
8502270,10454,,,Bergfrieden,Dietikon,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,154,1,Bahn,S17,2672497,1250082
8517376,12523,,,Dietikon Schöneggstrasse,Dietikon,,&nbsp;,0,,154,99,,,2672651,1250615
8587020,657,,,"Dietikon, Bahnhof",Dietikon,"Bus,Tram",&nbsp;,2,,154,3,Bus Tram,"20,301,305,306,309,314,325,N31,N32,N34,N36",2672905,1251006
8510451,7090,,,"Rekingen, Bahnhof",Rekingen,,&nbsp;,0,,,99,,,2666861,1269139
8581673,6159,,,"Niederweningen, Dorf",Niederweningen,Bus,&nbsp;,0,,117,2,Bus,N51,2670883,1262304
8575027,3364,,,"Schleinikon, Wasen",Schleinikon,Bus,&nbsp;,0,,117,2,Bus,"555,N51",2672295,1261772
8505361,7043,,,"Oberweningen, Im Hüebli",Oberweningen,Bus,&nbsp;,0,,117,2,Bus,"555,N51",2672831,1261570
8577605,7152,,,"Sattel (CH), Krone",Sattel,,&nbsp;,0,,,99,,,2690800,1215137
8573271,2855,,,"Bachs, Weiherbach",Bachs,Bus,&nbsp;,0,,118,2,Bus,535,2676122,1263659
8573274,952,,,"Steinmaur, Gemeindehaus",Steinmaur,Bus,&nbsp;,0,,112,2,Bus,"535,E",2676142,1260849
8573272,1155,,,"Steinmaur, Heitlig",Steinmaur,Bus,&nbsp;,0,,112,2,Bus,535,2676485,1262537
8573273,1813,,,"Steinmaur, Obersteinmaur",Steinmaur,Bus,&nbsp;,0,,112,2,Bus,"535,E",2676551,1261389
8583769,6920,,,"Niederglatt ZH, Seeblerstrasse",Niederglatt ZH,Bus,&nbsp;,0,,112,2,Bus,510,2679875,1260161
8573262,83,,,"Niederglatt ZH,Altes Schulhaus",Niederglatt ZH,Bus,&nbsp;,0,,112,2,Bus,"510,525,N50",2679912,1260777
8503782,964,,,"Höri, Gemeindehaus",Höri,Bus,&nbsp;,0,,112,2,Bus,"525,E,N54",2680726,1262489
8503403,11291,,,Hüntwangen-Wil,Hüntwangen,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,113,1,Bahn,S9,2680821,1270603
8587679,752,,,"Eglisau, Bahnhof",Eglisau,,&nbsp;,0,,,99,,,2681078,1269658
8573239,2985,,,"Oberglatt ZH, Zentrum",Oberglatt ZH,Bus,&nbsp;,0,,121,2,Bus,"504,510,N50",2681578,1258940
8583817,6957,,,"Eglisau, Breitistrasse",Eglisau,Bus,&nbsp;,0,,113,2,Bus,542,2681826,1270235
8503771,1367,,,"Bülach, Kaserne",Bülach,Bus,&nbsp;,0,,112,2,Bus,"525,E,N54",2681904,1263058
8579942,6091,,,"Eglisau, Altersheim",Eglisau,Bus,&nbsp;,0,,113,2,Bus,542,2681952,1270005
8583772,6925,,,"Rafz, Friedhof",Rafz,Bus,&nbsp;,0,,114,2,Bus,545,2682425,1273829
8580636,1077,,,"Bülach, Güterbahnhof",Bülach,Bus,&nbsp;,0,,112,2,Bus,501,2682739,1264280
8580619,3220,,,"Bachenbülach, Bramenländli",Bachenbülach,Bus,&nbsp;,0,,112,2,Bus,"501,504",2682770,1261935
8503702,611,,,"Bülach, Bahnhof",Bülach,Bus,&nbsp;,0,,112,2,Bus,"501,504,515,525,530,531,535,E,N53",2682773,1264144
8580624,2405,,,"Bülach, Soligänter",Bülach,Bus,&nbsp;,0,,112,2,Bus,501,2683081,1264768
8579941,6096,,,"Eglisau, Tössriederen",Eglisau,Bus,&nbsp;,0,,113,2,Bus,543,2683116,1268933
8580630,3349,,,"Bülach, Stubenchlaus",Bülach,Bus,&nbsp;,0,,112,2,Bus,501,2683854,1264150
8580290,1405,,,"Buchberg, Kirche",Buchberg,Bus,&nbsp;,0,,114,2,Bus,675,2684815,1269914
8573706,6129,,,"Rüdlingen, Brückenwaage",Rüdlingen,Bus,&nbsp;,0,,114,2,Bus,675,2685213,1270618
8573217,2240,,,"Teufen ZH, Schloss",Teufen ZH,Bus,&nbsp;,0,,123,2,Bus,"522,N52",2685280,1266513
